series_id,series_uuid,series_name,start_date,end_date,ingest_date,reading_type_name,reading_type_id,unit_of_measure,unit_of_mesasure_id,value
13,35c0fc0d-02da-498c-a6b5-43f530bd6f6d,grinning-dinosaur-romant,2025-12-08T16:41:22.663837Z,2025-12-08T17:41:22.663837Z,2025-12-08T17:42:34.663837Z,Active Power,2,kW,2,7.865128110305052
22,775a8f35-a841-4224-8e9b-e41791a8917b,azure-tuna-benevolent-le,2025-12-09T04:53:11.663837Z,2025-12-09T05:53:11.663837Z,2025-12-09T05:54:22.663837Z,Active Power,2,kW,2,7.606649947951748
16,8f374aae-88ea-4a4f-b17a-09a28bb5edd2,xanthic-curassow-rough-p,2025-12-10T10:46:04.663837Z,2025-12-10T11:46:04.663837Z,2025-12-10T11:50:57.663837Z,Active Power,2,kW,2,7.598771496077484
9,c3ec0f1e-faa7-4604-8728-02ffbd377578,enlightened-hippo-infrar,2025-12-09T19:51:48.663837Z,2025-12-09T20:51:48.663837Z,2025-12-09T20:53:48.663837Z,Current,4,A,4,31.02774158792869
14,51d4a3f0-bdeb-45b4-8d92-c2f412fbb544,jasper-quetzal-chubby-pa,2025-12-09T12:04:16.663837Z,2025-12-09T13:04:16.663837Z,2025-12-09T13:04:29.663837Z,Active Power,2,kW,2,1.742462014061772
21,f6fdc037-53d7-4d3e-b26e-487c7210c280,vague-dugong-vagabond-ge,2025-12-09T04:59:27.663837Z,2025-12-09T05:59:27.663837Z,2025-12-09T06:01:01.663837Z,Active Energy Import,1,kWh,1,3.9684819192250136
1,cb345846-7a9d-4e68-ac49-ff10ea7e597c,noisy-civet-wise-wolf-ea,2025-12-09T18:52:45.663837Z,2025-12-09T19:52:45.663837Z,2025-12-09T19:57:40.663837Z,Active Energy Import,1,kWh,1,4.381838132363344
8,715bd6f9-b0af-42e9-a5ea-d37e23e2c042,ebony-cockle-resourceful,2025-12-09T22:15:09.663837Z,2025-12-09T23:15:09.663837Z,2025-12-09T23:17:18.663837Z,Active Energy Import,1,kWh,1,1.531030150650442
5,562d78d0-9a63-4283-a55b-fe97f393afe5,imposing-ibis-thick-unic,2025-12-08T16:51:44.663837Z,2025-12-08T17:51:44.663837Z,2025-12-08T17:53:19.663837Z,Active Power,2,kW,2,8.814162046633244
10,6cbf975e-4fb3-4a99-8066-0a149d2c05ac,sceptical-gharial-soft-t,2025-12-09T05:45:40.663837Z,2025-12-09T06:45:40.663837Z,2025-12-09T06:47:14.663837Z,Active Energy Import,1,kWh,1,2.3525041162581677
21,f6fdc037-53d7-4d3e-b26e-487c7210c280,vague-dugong-vagabond-ge,2025-12-09T02:59:27.663837Z,2025-12-09T03:59:27.663837Z,2025-12-09T04:02:00.663837Z,Active Energy Import,1,kWh,1,4.456658411769444
16,8f374aae-88ea-4a4f-b17a-09a28bb5edd2,xanthic-curassow-rough-p,2025-12-08T22:46:04.663837Z,2025-12-08T23:46:04.663837Z,2025-12-08T23:50:31.663837Z,Active Power,2,kW,2,1.1381750811020175
8,715bd6f9-b0af-42e9-a5ea-d37e23e2c042,ebony-cockle-resourceful,2025-12-09T03:15:09.663837Z,2025-12-09T04:15:09.663837Z,2025-12-09T04:19:12.663837Z,Active Energy Import,1,kWh,1,2.1778724650194716
24,cbe7b26e-e5ec-43c8-9cc3-2a2839ce2152,amazing-macaque-sturdy-d,2025-12-09T14:08:32.663837Z,2025-12-09T15:08:32.663837Z,2025-12-09T15:09:47.663837Z,Voltage,3,V,3,210.2072578562852
8,715bd6f9-b0af-42e9-a5ea-d37e23e2c042,ebony-cockle-resourceful,2025-12-08T18:15:09.663837Z,2025-12-08T19:15:09.663837Z,2025-12-08T19:18:08.663837Z,Active Energy Import,1,kWh,1,0.06326075082926541
17,613be624-235c-4fd2-94f0-4a1400ce1530,attentive-chicken-fresh,2025-12-08T18:55:57.663837Z,2025-12-08T19:55:57.663837Z,2025-12-08T19:58:43.663837Z,Current,4,A,4,6.038296055723076
8,715bd6f9-b0af-42e9-a5ea-d37e23e2c042,ebony-cockle-resourceful,2025-12-09T10:15:09.663837Z,2025-12-09T11:15:09.663837Z,2025-12-09T11:19:27.663837Z,Active Energy Import,1,kWh,1,4.254764181562296
25,d3b99682-d478-4d6f-9a57-ac32627e471c,charming-salmon-alluring,2025-12-10T05:56:21.663837Z,2025-12-10T06:56:21.663837Z,2025-12-10T06:58:17.663837Z,Voltage,3,V,3,240.47438479884428
17,613be624-235c-4fd2-94f0-4a1400ce1530,attentive-chicken-fresh,2025-12-09T06:55:57.663837Z,2025-12-09T07:55:57.663837Z,2025-12-09T08:00:54.663837Z,Current,4,A,4,26.073498185944395
24,cbe7b26e-e5ec-43c8-9cc3-2a2839ce2152,amazing-macaque-sturdy-d,2025-12-10T08:08:32.663837Z,2025-12-10T09:08:32.663837Z,2025-12-10T09:11:28.663837Z,Voltage,3,V,3,221.38246609400184
15,901c7b14-f438-4763-9a4b-839e5ae0ef47,quirky-nightingale-succe,2025-12-10T02:07:54.663837Z,2025-12-10T03:07:54.663837Z,2025-12-10T03:10:45.663837Z,Active Energy Import,1,kWh,1,3.884178099833705
19,5c53ecb7-c068-4ded-819b-d25b04a961ee,daffodil-eagle-outgoing,2025-12-10T06:38:58.663837Z,2025-12-10T07:38:58.663837Z,2025-12-10T07:42:57.663837Z,Current,4,A,4,1.4793516079910285
10,6cbf975e-4fb3-4a99-8066-0a149d2c05ac,sceptical-gharial-soft-t,2025-12-09T06:45:40.663837Z,2025-12-09T07:45:40.663837Z,2025-12-09T07:49:31.663837Z,Active Energy Import,1,kWh,1,4.580363939633838
9,c3ec0f1e-faa7-4604-8728-02ffbd377578,enlightened-hippo-infrar,2025-12-10T04:51:48.663837Z,2025-12-10T05:51:48.663837Z,2025-12-10T05:56:35.663837Z,Current,4,A,4,3.002594756046717
19,5c53ecb7-c068-4ded-819b-d25b04a961ee,daffodil-eagle-outgoing,2025-12-10T01:38:58.663837Z,2025-12-10T02:38:58.663837Z,2025-12-10T02:42:03.663837Z,Current,4,A,4,21.84054980830766
25,d3b99682-d478-4d6f-9a57-ac32627e471c,charming-salmon-alluring,2025-12-08T23:56:21.663837Z,2025-12-09T00:56:21.663837Z,2025-12-09T00:57:34.663837Z,Voltage,3,V,3,244.04238954311987
10,6cbf975e-4fb3-4a99-8066-0a149d2c05ac,sceptical-gharial-soft-t,2025-12-09T02:45:40.663837Z,2025-12-09T03:45:40.663837Z,2025-12-09T03:50:39.663837Z,Active Energy Import,1,kWh,1,2.935614658548917
19,5c53ecb7-c068-4ded-819b-d25b04a961ee,daffodil-eagle-outgoing,2025-12-08T23:38:58.663837Z,2025-12-09T00:38:58.663837Z,2025-12-09T00:39:05.663837Z,Current,4,A,4,36.23429956413083
4,c8a8e73a-b416-494e-94e1-7491b26841fe,classic-swallow-hallowed,2025-12-09T00:33:57.663837Z,2025-12-09T01:33:57.663837Z,2025-12-09T01:36:42.663837Z,Active Power,2,kW,2,2.38685952615846
25,d3b99682-d478-4d6f-9a57-ac32627e471c,charming-salmon-alluring,2025-12-10T13:56:21.663837Z,2025-12-10T14:56:21.663837Z,2025-12-10T15:00:52.663837Z,Voltage,3,V,3,227.67362210638524
8,715bd6f9-b0af-42e9-a5ea-d37e23e2c042,ebony-cockle-resourceful,2025-12-09T01:15:09.663837Z,2025-12-09T02:15:09.663837Z,2025-12-09T02:17:32.663837Z,Active Energy Import,1,kWh,1,3.0795617702677553
23,7ea2dc57-340e-4c75-a338-d5230c677f7e,manipulative-nautilus-ac,2025-12-08T23:08:27.663837Z,2025-12-09T00:08:27.663837Z,2025-12-09T00:11:57.663837Z,Current,4,A,4,20.003116142825753
13,35c0fc0d-02da-498c-a6b5-43f530bd6f6d,grinning-dinosaur-romant,2025-12-08T15:41:22.663837Z,2025-12-08T16:41:22.663837Z,2025-12-08T16:44:59.663837Z,Active Power,2,kW,2,1.7564007044430663
17,613be624-235c-4fd2-94f0-4a1400ce1530,attentive-chicken-fresh,2025-12-09T08:55:57.663837Z,2025-12-09T09:55:57.663837Z,2025-12-09T10:00:18.663837Z,Current,4,A,4,6.034443067825541
3,1dc76f88-c58c-41ed-930f-80249b26f147,skilled-mouse-married-pe,2025-12-09T02:07:06.663837Z,2025-12-09T03:07:06.663837Z,2025-12-09T03:07:38.663837Z,Voltage,3,V,3,236.93458189173205
20,58f98d07-ed02-4afb-afca-285914108982,sandy-dugong-just-squirr,2025-12-09T07:31:40.663837Z,2025-12-09T08:31:40.663837Z,2025-12-09T08:35:23.663837Z,Voltage,3,V,3,216.66579088263654
5,562d78d0-9a63-4283-a55b-fe97f393afe5,imposing-ibis-thick-unic,2025-12-09T11:51:44.663837Z,2025-12-09T12:51:44.663837Z,2025-12-09T12:54:29.663837Z,Active Power,2,kW,2,4.36393883870608
9,c3ec0f1e-faa7-4604-8728-02ffbd377578,enlightened-hippo-infrar,2025-12-09T20:51:48.663837Z,2025-12-09T21:51:48.663837Z,2025-12-09T21:55:07.663837Z,Current,4,A,4,18.02057859555017
10,6cbf975e-4fb3-4a99-8066-0a149d2c05ac,sceptical-gharial-soft-t,2025-12-09T01:45:40.663837Z,2025-12-09T02:45:40.663837Z,2025-12-09T02:45:58.663837Z,Active Energy Import,1,kWh,1,0.456634433154926
11,ad41d5b8-7705-43b9-a904-94c6b4dc9e5c,vehement-cuscus-dazzling,2025-12-10T04:28:34.663837Z,2025-12-10T05:28:34.663837Z,2025-12-10T05:29:58.663837Z,Active Energy Import,1,kWh,1,0.3741412412185441
5,562d78d0-9a63-4283-a55b-fe97f393afe5,imposing-ibis-thick-unic,2025-12-10T05:51:44.663837Z,2025-12-10T06:51:44.663837Z,2025-12-10T06:53:36.663837Z,Active Power,2,kW,2,4.2988814998983464
18,407833b8-9e2c-4a0f-a9fa-0787b87cc227,solid-pigeon-versatile-f,2025-12-09T23:54:04.663837Z,2025-12-10T00:54:04.663837Z,2025-12-10T00:58:33.663837Z,Active Power,2,kW,2,8.511660480847787
7,7ec388ab-ef57-4cd0-8166-24bca0f9352d,winged-chital-fascinatin,2025-12-10T01:58:24.663837Z,2025-12-10T02:58:24.663837Z,2025-12-10T03:00:40.663837Z,Active Energy Import,1,kWh,1,3.834490491781204
22,775a8f35-a841-4224-8e9b-e41791a8917b,azure-tuna-benevolent-le,2025-12-10T04:53:11.663837Z,2025-12-10T05:53:11.663837Z,2025-12-10T05:56:41.663837Z,Active Power,2,kW,2,0.511576873830083
4,c8a8e73a-b416-494e-94e1-7491b26841fe,classic-swallow-hallowed,2025-12-09T12:33:57.663837Z,2025-12-09T13:33:57.663837Z,2025-12-09T13:38:45.663837Z,Active Power,2,kW,2,2.9937875219997787
16,8f374aae-88ea-4a4f-b17a-09a28bb5edd2,xanthic-curassow-rough-p,2025-12-09T18:46:04.663837Z,2025-12-09T19:46:04.663837Z,2025-12-09T19:48:55.663837Z,Active Power,2,kW,2,1.71873180578069
18,407833b8-9e2c-4a0f-a9fa-0787b87cc227,solid-pigeon-versatile-f,2025-12-09T17:54:04.663837Z,2025-12-09T18:54:04.663837Z,2025-12-09T18:57:43.663837Z,Active Power,2,kW,2,9.662681532059473
13,35c0fc0d-02da-498c-a6b5-43f530bd6f6d,grinning-dinosaur-romant,2025-12-09T11:41:22.663837Z,2025-12-09T12:41:22.663837Z,2025-12-09T12:43:20.663837Z,Active Power,2,kW,2,6.4765238063944155
14,51d4a3f0-bdeb-45b4-8d92-c2f412fbb544,jasper-quetzal-chubby-pa,2025-12-09T17:04:16.663837Z,2025-12-09T18:04:16.663837Z,2025-12-09T18:05:16.663837Z,Active Power,2,kW,2,4.520054199087522
5,562d78d0-9a63-4283-a55b-fe97f393afe5,imposing-ibis-thick-unic,2025-12-09T18:51:44.663837Z,2025-12-09T19:51:44.663837Z,2025-12-09T19:52:24.663837Z,Active Power,2,kW,2,9.488744859713144
8,715bd6f9-b0af-42e9-a5ea-d37e23e2c042,ebony-cockle-resourceful,2025-12-10T03:15:09.663837Z,2025-12-10T04:15:09.663837Z,2025-12-10T04:17:22.663837Z,Active Energy Import,1,kWh,1,1.1526902064925388
11,ad41d5b8-7705-43b9-a904-94c6b4dc9e5c,vehement-cuscus-dazzling,2025-12-08T21:28:34.663837Z,2025-12-08T22:28:34.663837Z,2025-12-08T22:29:37.663837Z,Active Energy Import,1,kWh,1,2.307239470893917
20,58f98d07-ed02-4afb-afca-285914108982,sandy-dugong-just-squirr,2025-12-09T20:31:40.663837Z,2025-12-09T21:31:40.663837Z,2025-12-09T21:33:03.663837Z,Voltage,3,V,3,237.1624822765358
8,715bd6f9-b0af-42e9-a5ea-d37e23e2c042,ebony-cockle-resourceful,2025-12-09T06:15:09.663837Z,2025-12-09T07:15:09.663837Z,2025-12-09T07:15:58.663837Z,Active Energy Import,1,kWh,1,1.394641245962351
16,8f374aae-88ea-4a4f-b17a-09a28bb5edd2,xanthic-curassow-rough-p,2025-12-10T08:46:04.663837Z,2025-12-10T09:46:04.663837Z,2025-12-10T09:46:47.663837Z,Active Power,2,kW,2,1.7714612894722914
17,613be624-235c-4fd2-94f0-4a1400ce1530,attentive-chicken-fresh,2025-12-09T19:55:57.663837Z,2025-12-09T20:55:57.663837Z,2025-12-09T20:58:53.663837Z,Current,4,A,4,2.6364741711886985
21,f6fdc037-53d7-4d3e-b26e-487c7210c280,vague-dugong-vagabond-ge,2025-12-09T16:59:27.663837Z,2025-12-09T17:59:27.663837Z,2025-12-09T18:02:14.663837Z,Active Energy Import,1,kWh,1,3.2116929469319064
18,407833b8-9e2c-4a0f-a9fa-0787b87cc227,solid-pigeon-versatile-f,2025-12-09T15:54:04.663837Z,2025-12-09T16:54:04.663837Z,2025-12-09T16:58:05.663837Z,Active Power,2,kW,2,7.69438551975576
1,cb345846-7a9d-4e68-ac49-ff10ea7e597c,noisy-civet-wise-wolf-ea,2025-12-08T17:52:45.663837Z,2025-12-08T18:52:45.663837Z,2025-12-08T18:56:04.663837Z,Active Energy Import,1,kWh,1,0.48358188416732006
5,562d78d0-9a63-4283-a55b-fe97f393afe5,imposing-ibis-thick-unic,2025-12-10T06:51:44.663837Z,2025-12-10T07:51:44.663837Z,2025-12-10T07:54:33.663837Z,Active Power,2,kW,2,4.649881902470142
6,dc3631b9-1f85-4689-bd12-5c399dcc05d6,beryl-dormouse-rich-phea,2025-12-09T16:05:53.663837Z,2025-12-09T17:05:53.663837Z,2025-12-09T17:10:44.663837Z,Active Power,2,kW,2,5.954523184694197
22,775a8f35-a841-4224-8e9b-e41791a8917b,azure-tuna-benevolent-le,2025-12-10T00:53:11.663837Z,2025-12-10T01:53:11.663837Z,2025-12-10T01:53:20.663837Z,Active Power,2,kW,2,8.471723653934678
21,f6fdc037-53d7-4d3e-b26e-487c7210c280,vague-dugong-vagabond-ge,2025-12-09T10:59:27.663837Z,2025-12-09T11:59:27.663837Z,2025-12-09T12:04:14.663837Z,Active Energy Import,1,kWh,1,0.6488561485688521
3,1dc76f88-c58c-41ed-930f-80249b26f147,skilled-mouse-married-pe,2025-12-09T15:07:06.663837Z,2025-12-09T16:07:06.663837Z,2025-12-09T16:10:36.663837Z,Voltage,3,V,3,246.09771462042195
1,cb345846-7a9d-4e68-ac49-ff10ea7e597c,noisy-civet-wise-wolf-ea,2025-12-09T05:52:45.663837Z,2025-12-09T06:52:45.663837Z,2025-12-09T06:55:56.663837Z,Active Energy Import,1,kWh,1,0.813270485780424
17,613be624-235c-4fd2-94f0-4a1400ce1530,attentive-chicken-fresh,2025-12-10T04:55:57.663837Z,2025-12-10T05:55:57.663837Z,2025-12-10T05:58:50.663837Z,Current,4,A,4,32.52739135259204
6,dc3631b9-1f85-4689-bd12-5c399dcc05d6,beryl-dormouse-rich-phea,2025-12-09T18:05:53.663837Z,2025-12-09T19:05:53.663837Z,2025-12-09T19:10:16.663837Z,Active Power,2,kW,2,4.267407568586555
17,613be624-235c-4fd2-94f0-4a1400ce1530,attentive-chicken-fresh,2025-12-09T09:55:57.663837Z,2025-12-09T10:55:57.663837Z,2025-12-09T10:56:33.663837Z,Current,4,A,4,18.02092436060365
20,58f98d07-ed02-4afb-afca-285914108982,sandy-dugong-just-squirr,2025-12-10T00:31:40.663837Z,2025-12-10T01:31:40.663837Z,2025-12-10T01:34:25.663837Z,Voltage,3,V,3,235.98242946824126
6,dc3631b9-1f85-4689-bd12-5c399dcc05d6,beryl-dormouse-rich-phea,2025-12-09T04:05:53.663837Z,2025-12-09T05:05:53.663837Z,2025-12-09T05:08:03.663837Z,Active Power,2,kW,2,9.839360227818513
3,1dc76f88-c58c-41ed-930f-80249b26f147,skilled-mouse-married-pe,2025-12-10T08:07:06.663837Z,2025-12-10T09:07:06.663837Z,2025-12-10T09:07:31.663837Z,Voltage,3,V,3,234.77526041328412
13,35c0fc0d-02da-498c-a6b5-43f530bd6f6d,grinning-dinosaur-romant,2025-12-08T22:41:22.663837Z,2025-12-08T23:41:22.663837Z,2025-12-08T23:44:20.663837Z,Active Power,2,kW,2,8.042325386045107
6,dc3631b9-1f85-4689-bd12-5c399dcc05d6,beryl-dormouse-rich-phea,2025-12-09T15:05:53.663837Z,2025-12-09T16:05:53.663837Z,2025-12-09T16:09:55.663837Z,Active Power,2,kW,2,6.675777325863531
8,715bd6f9-b0af-42e9-a5ea-d37e23e2c042,ebony-cockle-resourceful,2025-12-08T21:15:09.663837Z,2025-12-08T22:15:09.663837Z,2025-12-08T22:18:19.663837Z,Active Energy Import,1,kWh,1,3.1779255305072294
17,613be624-235c-4fd2-94f0-4a1400ce1530,attentive-chicken-fresh,2025-12-08T22:55:57.663837Z,2025-12-08T23:55:57.663837Z,2025-12-08T23:56:39.663837Z,Current,4,A,4,12.416314024252436
3,1dc76f88-c58c-41ed-930f-80249b26f147,skilled-mouse-married-pe,2025-12-08T19:07:06.663837Z,2025-12-08T20:07:06.663837Z,2025-12-08T20:08:18.663837Z,Voltage,3,V,3,238.93410263523884
22,775a8f35-a841-4224-8e9b-e41791a8917b,azure-tuna-benevolent-le,2025-12-09T16:53:11.663837Z,2025-12-09T17:53:11.663837Z,2025-12-09T17:57:15.663837Z,Active Power,2,kW,2,4.987597083976541
19,5c53ecb7-c068-4ded-819b-d25b04a961ee,daffodil-eagle-outgoing,2025-12-10T03:38:58.663837Z,2025-12-10T04:38:58.663837Z,2025-12-10T04:43:00.663837Z,Current,4,A,4,39.232767431553974
7,7ec388ab-ef57-4cd0-8166-24bca0f9352d,winged-chital-fascinatin,2025-12-09T19:58:24.663837Z,2025-12-09T20:58:24.663837Z,2025-12-09T20:58:49.663837Z,Active Energy Import,1,kWh,1,3.771166020297631
22,775a8f35-a841-4224-8e9b-e41791a8917b,azure-tuna-benevolent-le,2025-12-09T19:53:11.663837Z,2025-12-09T20:53:11.663837Z,2025-12-09T20:57:34.663837Z,Active Power,2,kW,2,4.572306421897308
18,407833b8-9e2c-4a0f-a9fa-0787b87cc227,solid-pigeon-versatile-f,2025-12-10T07:54:04.663837Z,2025-12-10T08:54:04.663837Z,2025-12-10T08:58:26.663837Z,Active Power,2,kW,2,3.7396148767902004
14,51d4a3f0-bdeb-45b4-8d92-c2f412fbb544,jasper-quetzal-chubby-pa,2025-12-09T04:04:16.663837Z,2025-12-09T05:04:16.663837Z,2025-12-09T05:05:36.663837Z,Active Power,2,kW,2,7.886437542776095
15,901c7b14-f438-4763-9a4b-839e5ae0ef47,quirky-nightingale-succe,2025-12-09T02:07:54.663837Z,2025-12-09T03:07:54.663837Z,2025-12-09T03:12:43.663837Z,Active Energy Import,1,kWh,1,0.2999048898542328
15,901c7b14-f438-4763-9a4b-839e5ae0ef47,quirky-nightingale-succe,2025-12-09T12:07:54.663837Z,2025-12-09T13:07:54.663837Z,2025-12-09T13:11:07.663837Z,Active Energy Import,1,kWh,1,0.5744265676515409
1,cb345846-7a9d-4e68-ac49-ff10ea7e597c,noisy-civet-wise-wolf-ea,2025-12-09T02:52:45.663837Z,2025-12-09T03:52:45.663837Z,2025-12-09T03:53:30.663837Z,Active Energy Import,1,kWh,1,4.276588605075735
12,6b744945-305e-450c-9bb8-55708a02b43b,delightful-numbat-therap,2025-12-09T05:19:21.663837Z,2025-12-09T06:19:21.663837Z,2025-12-09T06:22:41.663837Z,Active Energy Import,1,kWh,1,3.0985518426870766
16,8f374aae-88ea-4a4f-b17a-09a28bb5edd2,xanthic-curassow-rough-p,2025-12-10T05:46:04.663837Z,2025-12-10T06:46:04.663837Z,2025-12-10T06:47:24.663837Z,Active Power,2,kW,2,2.362688489467243
23,7ea2dc57-340e-4c75-a338-d5230c677f7e,manipulative-nautilus-ac,2025-12-09T11:08:27.663837Z,2025-12-09T12:08:27.663837Z,2025-12-09T12:11:09.663837Z,Current,4,A,4,31.870192557205886
18,407833b8-9e2c-4a0f-a9fa-0787b87cc227,solid-pigeon-versatile-f,2025-12-09T11:54:04.663837Z,2025-12-09T12:54:04.663837Z,2025-12-09T12:56:11.663837Z,Active Power,2,kW,2,3.094678965627896
12,6b744945-305e-450c-9bb8-55708a02b43b,delightful-numbat-therap,2025-12-09T21:19:21.663837Z,2025-12-09T22:19:21.663837Z,2025-12-09T22:22:48.663837Z,Active Energy Import,1,kWh,1,1.3724019008911386
16,8f374aae-88ea-4a4f-b17a-09a28bb5edd2,xanthic-curassow-rough-p,2025-12-10T11:46:04.663837Z,2025-12-10T12:46:04.663837Z,2025-12-10T12:49:58.663837Z,Active Power,2,kW,2,6.811334783148338
11,ad41d5b8-7705-43b9-a904-94c6b4dc9e5c,vehement-cuscus-dazzling,2025-12-10T10:28:34.663837Z,2025-12-10T11:28:34.663837Z,2025-12-10T11:32:48.663837Z,Active Energy Import,1,kWh,1,4.361915086992681
18,407833b8-9e2c-4a0f-a9fa-0787b87cc227,solid-pigeon-versatile-f,2025-12-09T08:54:04.663837Z,2025-12-09T09:54:04.663837Z,2025-12-09T09:56:10.663837Z,Active Power,2,kW,2,9.69588603408625
7,7ec388ab-ef57-4cd0-8166-24bca0f9352d,winged-chital-fascinatin,2025-12-08T22:58:24.663837Z,2025-12-08T23:58:24.663837Z,2025-12-09T00:02:03.663837Z,Active Energy Import,1,kWh,1,2.6911028380511577
9,c3ec0f1e-faa7-4604-8728-02ffbd377578,enlightened-hippo-infrar,2025-12-10T03:51:48.663837Z,2025-12-10T04:51:48.663837Z,2025-12-10T04:53:13.663837Z,Current,4,A,4,9.594607106987695
9,c3ec0f1e-faa7-4604-8728-02ffbd377578,enlightened-hippo-infrar,2025-12-10T10:51:48.663837Z,2025-12-10T11:51:48.663837Z,2025-12-10T11:53:52.663837Z,Current,4,A,4,36.95644177930195
7,7ec388ab-ef57-4cd0-8166-24bca0f9352d,winged-chital-fascinatin,2025-12-09T21:58:24.663837Z,2025-12-09T22:58:24.663837Z,2025-12-09T22:58:39.663837Z,Active Energy Import,1,kWh,1,3.1066782829307895
16,8f374aae-88ea-4a4f-b17a-09a28bb5edd2,xanthic-curassow-rough-p,2025-12-09T16:46:04.663837Z,2025-12-09T17:46:04.663837Z,2025-12-09T17:49:42.663837Z,Active Power,2,kW,2,2.8951520558575816
15,901c7b14-f438-4763-9a4b-839e5ae0ef47,quirky-nightingale-succe,2025-12-09T05:07:54.663837Z,2025-12-09T06:07:54.663837Z,2025-12-09T06:11:35.663837Z,Active Energy Import,1,kWh,1,4.340460744345325
16,8f374aae-88ea-4a4f-b17a-09a28bb5edd2,xanthic-curassow-rough-p,2025-12-09T23:46:04.663837Z,2025-12-10T00:46:04.663837Z,2025-12-10T00:49:31.663837Z,Active Power,2,kW,2,8.705244161954116
4,c8a8e73a-b416-494e-94e1-7491b26841fe,classic-swallow-hallowed,2025-12-10T13:33:57.663837Z,2025-12-10T14:33:57.663837Z,2025-12-10T14:37:30.663837Z,Active Power,2,kW,2,9.73837022637289
5,562d78d0-9a63-4283-a55b-fe97f393afe5,imposing-ibis-thick-unic,2025-12-09T09:51:44.663837Z,2025-12-09T10:51:44.663837Z,2025-12-09T10:54:04.663837Z,Active Power,2,kW,2,0.3825719735326272
2,b4d8a596-2928-4ad7-b979-0355d497e87a,impossible-guppy-purple,2025-12-10T04:03:12.663837Z,2025-12-10T05:03:12.663837Z,2025-12-10T05:07:41.663837Z,Active Energy Import,1,kWh,1,2.257430706955649
21,f6fdc037-53d7-4d3e-b26e-487c7210c280,vague-dugong-vagabond-ge,2025-12-09T05:59:27.663837Z,2025-12-09T06:59:27.663837Z,2025-12-09T07:03:52.663837Z,Active Energy Import,1,kWh,1,1.1212080762297827
14,51d4a3f0-bdeb-45b4-8d92-c2f412fbb544,jasper-quetzal-chubby-pa,2025-12-10T08:04:16.663837Z,2025-12-10T09:04:16.663837Z,2025-12-10T09:08:39.663837Z,Active Power,2,kW,2,6.054267915353129
16,8f374aae-88ea-4a4f-b17a-09a28bb5edd2,xanthic-curassow-rough-p,2025-12-09T00:46:04.663837Z,2025-12-09T01:46:04.663837Z,2025-12-09T01:50:18.663837Z,Active Power,2,kW,2,5.269341071481448
4,c8a8e73a-b416-494e-94e1-7491b26841fe,classic-swallow-hallowed,2025-12-10T05:33:57.663837Z,2025-12-10T06:33:57.663837Z,2025-12-10T06:35:18.663837Z,Active Power,2,kW,2,5.4559028920552235
2,b4d8a596-2928-4ad7-b979-0355d497e87a,impossible-guppy-purple,2025-12-09T09:03:12.663837Z,2025-12-09T10:03:12.663837Z,2025-12-09T10:07:36.663837Z,Active Energy Import,1,kWh,1,3.0448510571908614
7,7ec388ab-ef57-4cd0-8166-24bca0f9352d,winged-chital-fascinatin,2025-12-09T02:58:24.663837Z,2025-12-09T03:58:24.663837Z,2025-12-09T03:58:43.663837Z,Active Energy Import,1,kWh,1,1.9442860162306403
22,775a8f35-a841-4224-8e9b-e41791a8917b,azure-tuna-benevolent-le,2025-12-08T23:53:11.663837Z,2025-12-09T00:53:11.663837Z,2025-12-09T00:57:23.663837Z,Active Power,2,kW,2,4.64442157775335
5,562d78d0-9a63-4283-a55b-fe97f393afe5,imposing-ibis-thick-unic,2025-12-09T07:51:44.663837Z,2025-12-09T08:51:44.663837Z,2025-12-09T08:52:03.663837Z,Active Power,2,kW,2,1.1534175185142759
15,901c7b14-f438-4763-9a4b-839e5ae0ef47,quirky-nightingale-succe,2025-12-09T13:07:54.663837Z,2025-12-09T14:07:54.663837Z,2025-12-09T14:10:21.663837Z,Active Energy Import,1,kWh,1,2.8705000216573135
7,7ec388ab-ef57-4cd0-8166-24bca0f9352d,winged-chital-fascinatin,2025-12-09T11:58:24.663837Z,2025-12-09T12:58:24.663837Z,2025-12-09T13:00:17.663837Z,Active Energy Import,1,kWh,1,2.2734966250824105
9,c3ec0f1e-faa7-4604-8728-02ffbd377578,enlightened-hippo-infrar,2025-12-10T06:51:48.663837Z,2025-12-10T07:51:48.663837Z,2025-12-10T07:55:53.663837Z,Current,4,A,4,11.650371561241105
8,715bd6f9-b0af-42e9-a5ea-d37e23e2c042,ebony-cockle-resourceful,2025-12-09T12:15:09.663837Z,2025-12-09T13:15:09.663837Z,2025-12-09T13:18:15.663837Z,Active Energy Import,1,kWh,1,3.9891617841404825
9,c3ec0f1e-faa7-4604-8728-02ffbd377578,enlightened-hippo-infrar,2025-12-10T00:51:48.663837Z,2025-12-10T01:51:48.663837Z,2025-12-10T01:52:43.663837Z,Current,4,A,4,37.903608013015116
25,d3b99682-d478-4d6f-9a57-ac32627e471c,charming-salmon-alluring,2025-12-09T01:56:21.663837Z,2025-12-09T02:56:21.663837Z,2025-12-09T02:57:23.663837Z,Voltage,3,V,3,223.22736387327143
19,5c53ecb7-c068-4ded-819b-d25b04a961ee,daffodil-eagle-outgoing,2025-12-08T22:38:58.663837Z,2025-12-08T23:38:58.663837Z,2025-12-08T23:43:03.663837Z,Current,4,A,4,17.944058959289862
