id,name,asOf,start,end,ingestedAt,quantity
6394,sapphire-myna-platin,2026-09-01T01:53:48.046243Z,2026-09-01T00:53:48.046243Z,2026-09-01T01:53:48.046243Z,2026-09-01T01:55:08.046243Z,36.91720178664962
670,airborne-camel-ambit,2026-01-05T13:53:48.046243Z,2026-01-05T12:53:48.046243Z,2026-01-05T13:53:48.046243Z,2026-01-05T13:55:34.046243Z,20.940274787331038
3849,raspberry-waxbill-pl,2026-05-18T00:53:48.046243Z,2026-05-17T23:53:48.046243Z,2026-05-18T00:53:48.046243Z,2026-05-18T00:57:41.046243Z,17.133275978950724
6713,coral-terrier-capabl,2026-09-14T08:53:48.046243Z,2026-09-14T07:53:48.046243Z,2026-09-14T08:53:48.046243Z,2026-09-14T08:57:13.046243Z,56.82817197845086
6673,amorphous-lizard-vag,2026-09-12T16:53:48.046243Z,2026-09-12T15:53:48.046243Z,2026-09-12T16:53:48.046243Z,2026-09-12T16:54:15.046243Z,23.302861477196778
554,agate-octopus-optimi,2025-12-31T17:53:48.046243Z,2025-12-31T16:53:48.046243Z,2025-12-31T17:53:48.046243Z,2025-12-31T17:58:02.046243Z,48.15332613190463
442,transparent-mussel-t,2025-12-27T01:53:48.046243Z,2025-12-27T00:53:48.046243Z,2025-12-27T01:53:48.046243Z,2025-12-27T01:55:36.046243Z,55.424266216474805
4729,affable-tarsier-here,2026-06-23T16:53:48.046243Z,2026-06-23T15:53:48.046243Z,2026-06-23T16:53:48.046243Z,2026-06-23T16:55:45.046243Z,73.14282741927263
4592,opal-polecat-arrogan,2026-06-17T23:53:48.046243Z,2026-06-17T22:53:48.046243Z,2026-06-17T23:53:48.046243Z,2026-06-17T23:54:44.046243Z,15.552198970036313
3624,ultra-barracuda-cons,2026-05-08T15:53:48.046243Z,2026-05-08T14:53:48.046243Z,2026-05-08T15:53:48.046243Z,2026-05-08T15:58:05.046243Z,43.05201561358849
4590,glaring-axolotl-nois,2026-06-17T21:53:48.046243Z,2026-06-17T20:53:48.046243Z,2026-06-17T21:53:48.046243Z,2026-06-17T21:54:38.046243Z,82.00934905658853
5372,quirky-potoo-fluores,2026-07-20T11:53:48.046243Z,2026-07-20T10:53:48.046243Z,2026-07-20T11:53:48.046243Z,2026-07-20T11:56:19.046243Z,81.71798090322312
4697,platinum-oryx-holist,2026-06-22T08:53:48.046243Z,2026-06-22T07:53:48.046243Z,2026-06-22T08:53:48.046243Z,2026-06-22T08:55:49.046243Z,4.078660974258441
5603,icy-doberman-tomato,2026-07-30T02:53:48.046243Z,2026-07-30T01:53:48.046243Z,2026-07-30T02:53:48.046243Z,2026-07-30T02:57:32.046243Z,30.587992672339414
4318,quantum-oyster-nicke,2026-06-06T13:53:48.046243Z,2026-06-06T12:53:48.046243Z,2026-06-06T13:53:48.046243Z,2026-06-06T13:56:03.046243Z,10.73055410452124
4250,bulky-crow-amphibian,2026-06-03T17:53:48.046243Z,2026-06-03T16:53:48.046243Z,2026-06-03T17:53:48.046243Z,2026-06-03T17:57:12.046243Z,85.60913046927611
6250,peach-jerboa-proud-s,2026-08-26T01:53:48.046243Z,2026-08-26T00:53:48.046243Z,2026-08-26T01:53:48.046243Z,2026-08-26T01:54:05.046243Z,18.096546243931666
2716,tangerine-reindeer-b,2026-03-31T19:53:48.046243Z,2026-03-31T18:53:48.046243Z,2026-03-31T19:53:48.046243Z,2026-03-31T19:56:11.046243Z,17.077338424804633
619,angelic-earthworm-he,2026-01-03T10:53:48.046243Z,2026-01-03T09:53:48.046243Z,2026-01-03T10:53:48.046243Z,2026-01-03T10:56:47.046243Z,5.069840485632138
5370,tireless-wrasse-pola,2026-07-20T09:53:48.046243Z,2026-07-20T08:53:48.046243Z,2026-07-20T09:53:48.046243Z,2026-07-20T09:57:59.046243Z,34.52487985525311
5183,gifted-tamarin-misty,2026-07-12T14:53:48.046243Z,2026-07-12T13:53:48.046243Z,2026-07-12T14:53:48.046243Z,2026-07-12T14:55:03.046243Z,34.52872331634021
5924,quixotic-parrot-stri,2026-08-12T11:53:48.046243Z,2026-08-12T10:53:48.046243Z,2026-08-12T11:53:48.046243Z,2026-08-12T11:54:47.046243Z,69.86984164620588
1538,independent-ermine-a,2026-02-10T17:53:48.046243Z,2026-02-10T16:53:48.046243Z,2026-02-10T17:53:48.046243Z,2026-02-10T17:55:09.046243Z,48.128006270486225
5394,polite-gaur-armored,2026-07-21T09:53:48.046243Z,2026-07-21T08:53:48.046243Z,2026-07-21T09:53:48.046243Z,2026-07-21T09:54:07.046243Z,30.844179431680274
768,imaginary-cicada-foa,2026-01-09T15:53:48.046243Z,2026-01-09T14:53:48.046243Z,2026-01-09T15:53:48.046243Z,2026-01-09T15:57:25.046243Z,95.44293731823419
3371,amiable-squirrel-hel,2026-04-28T02:53:48.046243Z,2026-04-28T01:53:48.046243Z,2026-04-28T02:53:48.046243Z,2026-04-28T02:58:27.046243Z,52.42947222517831
3757,economic-caiman-pois,2026-05-14T04:53:48.046243Z,2026-05-14T03:53:48.046243Z,2026-05-14T04:53:48.046243Z,2026-05-14T04:55:07.046243Z,98.89681745818935
4448,masterful-chimpanzee,2026-06-11T23:53:48.046243Z,2026-06-11T22:53:48.046243Z,2026-06-11T23:53:48.046243Z,2026-06-11T23:58:35.046243Z,89.32810428329103
4346,tourmaline-dragon-fo,2026-06-07T17:53:48.046243Z,2026-06-07T16:53:48.046243Z,2026-06-07T17:53:48.046243Z,2026-06-07T17:55:16.046243Z,95.43338359019069
8202,able-orangutan-teste,2026-11-15T09:53:48.046243Z,2026-11-15T08:53:48.046243Z,2026-11-15T09:53:48.046243Z,2026-11-15T09:57:04.046243Z,75.10118656986756
781,vagabond-koala-perid,2026-01-10T04:53:48.046243Z,2026-01-10T03:53:48.046243Z,2026-01-10T04:53:48.046243Z,2026-01-10T04:57:27.046243Z,97.05949309920481
6806,xanthic-tanuki-horne,2026-09-18T05:53:48.046243Z,2026-09-18T04:53:48.046243Z,2026-09-18T05:53:48.046243Z,2026-09-18T05:55:34.046243Z,51.87431257040007
1311,cerulean-tarsier-qua,2026-02-01T06:53:48.046243Z,2026-02-01T05:53:48.046243Z,2026-02-01T06:53:48.046243Z,2026-02-01T06:57:20.046243Z,7.266281871553948
8589,merry-guillemot-fuzz,2026-12-01T12:53:48.046243Z,2026-12-01T11:53:48.046243Z,2026-12-01T12:53:48.046243Z,2026-12-01T12:55:49.046243Z,63.00895223481698
3663,strict-bear-literate,2026-05-10T06:53:48.046243Z,2026-05-10T05:53:48.046243Z,2026-05-10T06:53:48.046243Z,2026-05-10T06:54:18.046243Z,71.88254117423006
1925,nostalgic-anteater-u,2026-02-26T20:53:48.046243Z,2026-02-26T19:53:48.046243Z,2026-02-26T20:53:48.046243Z,2026-02-26T20:57:51.046243Z,95.13576677513429
2654,careful-jackdaw-abor,2026-03-29T05:53:48.046243Z,2026-03-29T04:53:48.046243Z,2026-03-29T05:53:48.046243Z,2026-03-29T05:57:57.046243Z,4.103583076503837
5336,active-deer-rare-gua,2026-07-18T23:53:48.046243Z,2026-07-18T22:53:48.046243Z,2026-07-18T23:53:48.046243Z,2026-07-18T23:57:09.046243Z,42.70675675859642
6578,sensible-clam-adapta,2026-09-08T17:53:48.046243Z,2026-09-08T16:53:48.046243Z,2026-09-08T17:53:48.046243Z,2026-09-08T17:58:33.046243Z,89.66382501122649
6671,annoying-bandicoot-c,2026-09-12T14:53:48.046243Z,2026-09-12T13:53:48.046243Z,2026-09-12T14:53:48.046243Z,2026-09-12T14:54:48.046243Z,18.813083284348263
146,proud-bug-cuddly-dra,2025-12-14T17:53:48.046243Z,2025-12-14T16:53:48.046243Z,2025-12-14T17:53:48.046243Z,2025-12-14T17:57:24.046243Z,73.2065740056951
5594,armored-caracara-reb,2026-07-29T17:53:48.046243Z,2026-07-29T16:53:48.046243Z,2026-07-29T17:53:48.046243Z,2026-07-29T17:57:23.046243Z,46.33555092013516
5238,sandy-condor-smooth,2026-07-14T21:53:48.046243Z,2026-07-14T20:53:48.046243Z,2026-07-14T21:53:48.046243Z,2026-07-14T21:57:18.046243Z,47.08042089897678
8053,pompous-yak-thunderi,2026-11-09T04:53:48.046243Z,2026-11-09T03:53:48.046243Z,2026-11-09T04:53:48.046243Z,2026-11-09T04:54:41.046243Z,36.86609937363917
8734,translucent-gecko-ca,2026-12-07T13:53:48.046243Z,2026-12-07T12:53:48.046243Z,2026-12-07T13:53:48.046243Z,2026-12-07T13:54:13.046243Z,25.54240852125387
3154,imaginary-peccary-as,2026-04-19T01:53:48.046243Z,2026-04-19T00:53:48.046243Z,2026-04-19T01:53:48.046243Z,2026-04-19T01:57:57.046243Z,33.39529628643301
5271,arboreal-alpaca-fluo,2026-07-16T06:53:48.046243Z,2026-07-16T05:53:48.046243Z,2026-07-16T06:53:48.046243Z,2026-07-16T06:56:37.046243Z,6.884318802213163
6976,zippy-mackerel-festi,2026-09-25T07:53:48.046243Z,2026-09-25T06:53:48.046243Z,2026-09-25T07:53:48.046243Z,2026-09-25T07:57:18.046243Z,32.00743575640727
4688,passionate-angelfish,2026-06-21T23:53:48.046243Z,2026-06-21T22:53:48.046243Z,2026-06-21T23:53:48.046243Z,2026-06-21T23:57:04.046243Z,48.20531953597179
3223,strict-peacock-cerul,2026-04-21T22:53:48.046243Z,2026-04-21T21:53:48.046243Z,2026-04-21T22:53:48.046243Z,2026-04-21T22:55:50.046243Z,27.856879658831435
4046,free-beetle-benefici,2026-05-26T05:53:48.046243Z,2026-05-26T04:53:48.046243Z,2026-05-26T05:53:48.046243Z,2026-05-26T05:57:25.046243Z,81.4332696517664
5890,tall-flamingo-psyche,2026-08-11T01:53:48.046243Z,2026-08-11T00:53:48.046243Z,2026-08-11T01:53:48.046243Z,2026-08-11T01:55:59.046243Z,57.67559544516618
6290,rebel-tuna-fearless,2026-08-27T17:53:48.046243Z,2026-08-27T16:53:48.046243Z,2026-08-27T17:53:48.046243Z,2026-08-27T17:55:53.046243Z,31.424009411723443
4440,nostalgic-asp-accura,2026-06-11T15:53:48.046243Z,2026-06-11T14:53:48.046243Z,2026-06-11T15:53:48.046243Z,2026-06-11T15:58:37.046243Z,34.93230140114109
6246,rainbow-koala-danger,2026-08-25T21:53:48.046243Z,2026-08-25T20:53:48.046243Z,2026-08-25T21:53:48.046243Z,2026-08-25T21:56:37.046243Z,72.08998905062593
5920,turquoise-wapiti-mel,2026-08-12T07:53:48.046243Z,2026-08-12T06:53:48.046243Z,2026-08-12T07:53:48.046243Z,2026-08-12T07:56:06.046243Z,91.46280257344073
3301,amethyst-husky-amigu,2026-04-25T04:53:48.046243Z,2026-04-25T03:53:48.046243Z,2026-04-25T04:53:48.046243Z,2026-04-25T04:55:57.046243Z,76.34724681113936
5024,chubby-nuthatch-prec,2026-07-05T23:53:48.046243Z,2026-07-05T22:53:48.046243Z,2026-07-05T23:53:48.046243Z,2026-07-05T23:56:37.046243Z,40.992861855972286
4897,foamy-pelican-uptigh,2026-06-30T16:53:48.046243Z,2026-06-30T15:53:48.046243Z,2026-06-30T16:53:48.046243Z,2026-06-30T16:55:00.046243Z,32.994326363660534
5195,screeching-weasel-sc,2026-07-13T02:53:48.046243Z,2026-07-13T01:53:48.046243Z,2026-07-13T02:53:48.046243Z,2026-07-13T02:58:48.046243Z,80.95501421634066
2318,super-pheasant-pumpk,2026-03-15T05:53:48.046243Z,2026-03-15T04:53:48.046243Z,2026-03-15T05:53:48.046243Z,2026-03-15T05:55:08.046243Z,47.85466843723201
2103,encouraging-pillbug,2026-03-06T06:53:48.046243Z,2026-03-06T05:53:48.046243Z,2026-03-06T06:53:48.046243Z,2026-03-06T06:55:29.046243Z,17.309530316710674
7339,rainbow-starfish-umb,2026-10-10T10:53:48.046243Z,2026-10-10T09:53:48.046243Z,2026-10-10T10:53:48.046243Z,2026-10-10T10:55:19.046243Z,60.048359562025354
2797,interesting-honeybee,2026-04-04T04:53:48.046243Z,2026-04-04T03:53:48.046243Z,2026-04-04T04:53:48.046243Z,2026-04-04T04:57:19.046243Z,99.3084652962995
7374,small-tapir-precise,2026-10-11T21:53:48.046243Z,2026-10-11T20:53:48.046243Z,2026-10-11T21:53:48.046243Z,2026-10-11T21:58:16.046243Z,12.56975688980294
3117,fractal-nuthatch-nos,2026-04-17T12:53:48.046243Z,2026-04-17T11:53:48.046243Z,2026-04-17T12:53:48.046243Z,2026-04-17T12:56:18.046243Z,71.86575064447733
4672,robust-gorilla-natur,2026-06-21T07:53:48.046243Z,2026-06-21T06:53:48.046243Z,2026-06-21T07:53:48.046243Z,2026-06-21T07:54:38.046243Z,88.89245650610843
3026,marigold-rottweiler,2026-04-13T17:53:48.046243Z,2026-04-13T16:53:48.046243Z,2026-04-13T17:53:48.046243Z,2026-04-13T17:55:28.046243Z,70.35185710258406
3194,remarkable-malkoha-a,2026-04-20T17:53:48.046243Z,2026-04-20T16:53:48.046243Z,2026-04-20T17:53:48.046243Z,2026-04-20T17:58:35.046243Z,66.40975326458258
4643,satisfied-alligator,2026-06-20T02:53:48.046243Z,2026-06-20T01:53:48.046243Z,2026-06-20T02:53:48.046243Z,2026-06-20T02:56:33.046243Z,95.30154050745821
6284,vigorous-dachshund-f,2026-08-27T11:53:48.046243Z,2026-08-27T10:53:48.046243Z,2026-08-27T11:53:48.046243Z,2026-08-27T11:58:45.046243Z,72.43874353465752
4019,vague-mayfly-muscula,2026-05-25T02:53:48.046243Z,2026-05-25T01:53:48.046243Z,2026-05-25T02:53:48.046243Z,2026-05-25T02:57:27.046243Z,97.53739046414628
5921,brass-wrasse-amusing,2026-08-12T08:53:48.046243Z,2026-08-12T07:53:48.046243Z,2026-08-12T08:53:48.046243Z,2026-08-12T08:57:26.046243Z,97.1499898860282
8225,unselfish-pegasus-lo,2026-11-16T08:53:48.046243Z,2026-11-16T07:53:48.046243Z,2026-11-16T08:53:48.046243Z,2026-11-16T08:55:19.046243Z,79.21733671497935
3907,jovial-adder-meticul,2026-05-20T10:53:48.046243Z,2026-05-20T09:53:48.046243Z,2026-05-20T10:53:48.046243Z,2026-05-20T10:57:28.046243Z,1.8575952801551998
2324,gifted-hog-wakeful-b,2026-03-15T11:53:48.046243Z,2026-03-15T10:53:48.046243Z,2026-03-15T11:53:48.046243Z,2026-03-15T11:57:54.046243Z,17.78166482692729
8263,magenta-worm-dancing,2026-11-17T22:53:48.046243Z,2026-11-17T21:53:48.046243Z,2026-11-17T22:53:48.046243Z,2026-11-17T22:57:32.046243Z,70.68854114770313
2502,furry-bittern-warpin,2026-03-22T21:53:48.046243Z,2026-03-22T20:53:48.046243Z,2026-03-22T21:53:48.046243Z,2026-03-22T21:57:36.046243Z,15.838634006733333
5252,colossal-spider-ador,2026-07-15T11:53:48.046243Z,2026-07-15T10:53:48.046243Z,2026-07-15T11:53:48.046243Z,2026-07-15T11:54:50.046243Z,13.81140075807924
2676,amiable-rat-bipedal,2026-03-30T03:53:48.046243Z,2026-03-30T02:53:48.046243Z,2026-03-30T03:53:48.046243Z,2026-03-30T03:55:17.046243Z,22.881126978472423
3509,gainful-pheasant-tas,2026-05-03T20:53:48.046243Z,2026-05-03T19:53:48.046243Z,2026-05-03T20:53:48.046243Z,2026-05-03T20:54:14.046243Z,93.7951439502147
8660,smart-sponge-small-s,2026-12-04T11:53:48.046243Z,2026-12-04T10:53:48.046243Z,2026-12-04T11:53:48.046243Z,2026-12-04T11:58:40.046243Z,95.4381654657637
8481,jumping-honeybee-hos,2026-11-27T00:53:48.046243Z,2026-11-26T23:53:48.046243Z,2026-11-27T00:53:48.046243Z,2026-11-27T00:55:23.046243Z,41.65170423121123
3979,mauve-grasshopper-de,2026-05-23T10:53:48.046243Z,2026-05-23T09:53:48.046243Z,2026-05-23T10:53:48.046243Z,2026-05-23T10:57:31.046243Z,67.86925055753639
4006,hasty-ibex-cautious,2026-05-24T13:53:48.046243Z,2026-05-24T12:53:48.046243Z,2026-05-24T13:53:48.046243Z,2026-05-24T13:54:13.046243Z,74.57218863680484
2556,quizzical-vole-evasi,2026-03-25T03:53:48.046243Z,2026-03-25T02:53:48.046243Z,2026-03-25T03:53:48.046243Z,2026-03-25T03:54:07.046243Z,35.71384206566942
6738,cunning-coyote-beaut,2026-09-15T09:53:48.046243Z,2026-09-15T08:53:48.046243Z,2026-09-15T09:53:48.046243Z,2026-09-15T09:55:00.046243Z,75.45625054214264
59,attentive-duck-monum,2025-12-11T02:53:48.046243Z,2025-12-11T01:53:48.046243Z,2025-12-11T02:53:48.046243Z,2025-12-11T02:55:46.046243Z,72.07340000224917
1136,weightless-nightinga,2026-01-24T23:53:48.046243Z,2026-01-24T22:53:48.046243Z,2026-01-24T23:53:48.046243Z,2026-01-24T23:55:21.046243Z,44.48822424958456
1238,dandelion-kestrel-co,2026-01-29T05:53:48.046243Z,2026-01-29T04:53:48.046243Z,2026-01-29T05:53:48.046243Z,2026-01-29T05:55:22.046243Z,91.67333082782096
206,jade-dog-slim-newt-h,2025-12-17T05:53:48.046243Z,2025-12-17T04:53:48.046243Z,2025-12-17T05:53:48.046243Z,2025-12-17T05:57:33.046243Z,30.843907645704316
7352,gabby-bettong-pompou,2026-10-10T23:53:48.046243Z,2026-10-10T22:53:48.046243Z,2026-10-10T23:53:48.046243Z,2026-10-10T23:54:55.046243Z,74.23250058997222
1013,banana-otter-benevol,2026-01-19T20:53:48.046243Z,2026-01-19T19:53:48.046243Z,2026-01-19T20:53:48.046243Z,2026-01-19T20:57:08.046243Z,2.8064306125057836
2378,transparent-chamois,2026-03-17T17:53:48.046243Z,2026-03-17T16:53:48.046243Z,2026-03-17T17:53:48.046243Z,2026-03-17T17:55:46.046243Z,96.72196959377459
5041,beige-jaybird-fierce,2026-07-06T16:53:48.046243Z,2026-07-06T15:53:48.046243Z,2026-07-06T16:53:48.046243Z,2026-07-06T16:55:07.046243Z,82.5419961686386
1545,organic-sidewinder-j,2026-02-11T00:53:48.046243Z,2026-02-10T23:53:48.046243Z,2026-02-11T00:53:48.046243Z,2026-02-11T00:54:25.046243Z,30.420220758065064
737,loyal-teal-misty-bon,2026-01-08T08:53:48.046243Z,2026-01-08T07:53:48.046243Z,2026-01-08T08:53:48.046243Z,2026-01-08T08:54:28.046243Z,46.7468118661759
2430,onyx-echidna-righteo,2026-03-19T21:53:48.046243Z,2026-03-19T20:53:48.046243Z,2026-03-19T21:53:48.046243Z,2026-03-19T21:55:33.046243Z,26.6941376509357
1427,icy-sponge-nickel-gr,2026-02-06T02:53:48.046243Z,2026-02-06T01:53:48.046243Z,2026-02-06T02:53:48.046243Z,2026-02-06T02:57:11.046243Z,25.871218552840013
6544,shiny-heron-khaki-pi,2026-09-07T07:53:48.046243Z,2026-09-07T06:53:48.046243Z,2026-09-07T07:53:48.046243Z,2026-09-07T07:55:43.046243Z,67.7581753532823
2749,speedy-worm-idealist,2026-04-02T04:53:48.046243Z,2026-04-02T03:53:48.046243Z,2026-04-02T04:53:48.046243Z,2026-04-02T04:56:22.046243Z,58.58009464983597
565,charcoal-mule-quiet,2026-01-01T04:53:48.046243Z,2026-01-01T03:53:48.046243Z,2026-01-01T04:53:48.046243Z,2026-01-01T04:55:58.046243Z,7.2585857879723275
3266,crafty-roadrunner-la,2026-04-23T17:53:48.046243Z,2026-04-23T16:53:48.046243Z,2026-04-23T17:53:48.046243Z,2026-04-23T17:55:58.046243Z,27.62546112071086
5587,hot-curassow-opalesc,2026-07-29T10:53:48.046243Z,2026-07-29T09:53:48.046243Z,2026-07-29T10:53:48.046243Z,2026-07-29T10:54:01.046243Z,33.53022232171371
222,unique-alpaca-myrtle,2025-12-17T21:53:48.046243Z,2025-12-17T20:53:48.046243Z,2025-12-17T21:53:48.046243Z,2025-12-17T21:55:32.046243Z,70.15506213037362
7163,famous-fossa-resourc,2026-10-03T02:53:48.046243Z,2026-10-03T01:53:48.046243Z,2026-10-03T02:53:48.046243Z,2026-10-03T02:58:13.046243Z,87.83623353968572
7231,impressive-hamster-t,2026-10-05T22:53:48.046243Z,2026-10-05T21:53:48.046243Z,2026-10-05T22:53:48.046243Z,2026-10-05T22:58:34.046243Z,35.3821232239052
6130,jolly-dormouse-benef,2026-08-21T01:53:48.046243Z,2026-08-21T00:53:48.046243Z,2026-08-21T01:53:48.046243Z,2026-08-21T01:58:45.046243Z,66.0987933169649
7020,steadfast-raptor-pro,2026-09-27T03:53:48.046243Z,2026-09-27T02:53:48.046243Z,2026-09-27T03:53:48.046243Z,2026-09-27T03:58:15.046243Z,36.374035808570795
7051,handsome-teal-meek-m,2026-09-28T10:53:48.046243Z,2026-09-28T09:53:48.046243Z,2026-09-28T10:53:48.046243Z,2026-09-28T10:54:02.046243Z,82.31519491873019
5321,valiant-labradoodle,2026-07-18T08:53:48.046243Z,2026-07-18T07:53:48.046243Z,2026-07-18T08:53:48.046243Z,2026-07-18T08:55:43.046243Z,38.074829819761746
6414,savvy-stork-tested-g,2026-09-01T21:53:48.046243Z,2026-09-01T20:53:48.046243Z,2026-09-01T21:53:48.046243Z,2026-09-01T21:54:36.046243Z,76.6742157056979
6831,industrious-mamba-so,2026-09-19T06:53:48.046243Z,2026-09-19T05:53:48.046243Z,2026-09-19T06:53:48.046243Z,2026-09-19T06:57:52.046243Z,60.71235308231778
7361,artichoke-cockle-ecc,2026-10-11T08:53:48.046243Z,2026-10-11T07:53:48.046243Z,2026-10-11T08:53:48.046243Z,2026-10-11T08:58:16.046243Z,30.115558648235897
316,dramatic-ringtail-gr,2025-12-21T19:53:48.046243Z,2025-12-21T18:53:48.046243Z,2025-12-21T19:53:48.046243Z,2025-12-21T19:55:52.046243Z,84.31983018532627
2615,truthful-chihuahua-d,2026-03-27T14:53:48.046243Z,2026-03-27T13:53:48.046243Z,2026-03-27T14:53:48.046243Z,2026-03-27T14:54:04.046243Z,81.07738695439777
4134,fractal-cobra-peach,2026-05-29T21:53:48.046243Z,2026-05-29T20:53:48.046243Z,2026-05-29T21:53:48.046243Z,2026-05-29T21:54:42.046243Z,1.423491644859054
3922,little-pigeon-radian,2026-05-21T01:53:48.046243Z,2026-05-21T00:53:48.046243Z,2026-05-21T01:53:48.046243Z,2026-05-21T01:58:22.046243Z,65.36020239463156
3356,bulky-rottweiler-kha,2026-04-27T11:53:48.046243Z,2026-04-27T10:53:48.046243Z,2026-04-27T11:53:48.046243Z,2026-04-27T11:58:36.046243Z,92.87672456196651
3533,massive-pillbug-func,2026-05-04T20:53:48.046243Z,2026-05-04T19:53:48.046243Z,2026-05-04T20:53:48.046243Z,2026-05-04T20:55:32.046243Z,76.35606852141699
111,diamond-adder-aromat,2025-12-13T06:53:48.046243Z,2025-12-13T05:53:48.046243Z,2025-12-13T06:53:48.046243Z,2025-12-13T06:58:30.046243Z,97.44394575737195
8333,emerald-trout-azure,2026-11-20T20:53:48.046243Z,2026-11-20T19:53:48.046243Z,2026-11-20T20:53:48.046243Z,2026-11-20T20:58:21.046243Z,70.86978736025833
1948,fervent-carp-tested,2026-02-27T19:53:48.046243Z,2026-02-27T18:53:48.046243Z,2026-02-27T19:53:48.046243Z,2026-02-27T19:55:16.046243Z,61.102745610445716
1044,true-oxpecker-silent,2026-01-21T03:53:48.046243Z,2026-01-21T02:53:48.046243Z,2026-01-21T03:53:48.046243Z,2026-01-21T03:55:51.046243Z,79.80464433605859
716,nondescript-angelfis,2026-01-07T11:53:48.046243Z,2026-01-07T10:53:48.046243Z,2026-01-07T11:53:48.046243Z,2026-01-07T11:55:01.046243Z,59.360089053292675
2923,aquamarine-yak-poeti,2026-04-09T10:53:48.046243Z,2026-04-09T09:53:48.046243Z,2026-04-09T10:53:48.046243Z,2026-04-09T10:56:06.046243Z,70.93907293485972
3802,discreet-beetle-ausp,2026-05-16T01:53:48.046243Z,2026-05-16T00:53:48.046243Z,2026-05-16T01:53:48.046243Z,2026-05-16T01:56:08.046243Z,2.0004042281637657
1185,almond-jerboa-light,2026-01-27T00:53:48.046243Z,2026-01-26T23:53:48.046243Z,2026-01-27T00:53:48.046243Z,2026-01-27T00:55:16.046243Z,1.5074081461995958
6106,splendid-crane-dynam,2026-08-20T01:53:48.046243Z,2026-08-20T00:53:48.046243Z,2026-08-20T01:53:48.046243Z,2026-08-20T01:58:20.046243Z,74.78923862244984
241,tidy-stingray-danger,2025-12-18T16:53:48.046243Z,2025-12-18T15:53:48.046243Z,2025-12-18T16:53:48.046243Z,2025-12-18T16:55:11.046243Z,80.21615361597625
6115,winged-dugong-quixot,2026-08-20T10:53:48.046243Z,2026-08-20T09:53:48.046243Z,2026-08-20T10:53:48.046243Z,2026-08-20T10:54:16.046243Z,74.0006369245297
7566,zippy-quokka-helpful,2026-10-19T21:53:48.046243Z,2026-10-19T20:53:48.046243Z,2026-10-19T21:53:48.046243Z,2026-10-19T21:55:55.046243Z,87.80199395279399
6993,malachite-nyala-sand,2026-09-26T00:53:48.046243Z,2026-09-25T23:53:48.046243Z,2026-09-26T00:53:48.046243Z,2026-09-26T00:57:12.046243Z,13.925603779143724
2441,hysterical-oryx-silk,2026-03-20T08:53:48.046243Z,2026-03-20T07:53:48.046243Z,2026-03-20T08:53:48.046243Z,2026-03-20T08:57:52.046243Z,39.01150892590562
1591,jasper-swift-infrare,2026-02-12T22:53:48.046243Z,2026-02-12T21:53:48.046243Z,2026-02-12T22:53:48.046243Z,2026-02-12T22:56:16.046243Z,94.73798815342349
943,prompt-rhino-fluores,2026-01-16T22:53:48.046243Z,2026-01-16T21:53:48.046243Z,2026-01-16T22:53:48.046243Z,2026-01-16T22:57:23.046243Z,12.907769661704593
7403,vivid-cow-imperial-d,2026-10-13T02:53:48.046243Z,2026-10-13T01:53:48.046243Z,2026-10-13T02:53:48.046243Z,2026-10-13T02:55:11.046243Z,39.75427701889495
433,ambitious-albatross,2025-12-26T16:53:48.046243Z,2025-12-26T15:53:48.046243Z,2025-12-26T16:53:48.046243Z,2025-12-26T16:58:25.046243Z,88.55530763506579
6434,glaring-loon-solid-m,2026-09-02T17:53:48.046243Z,2026-09-02T16:53:48.046243Z,2026-09-02T17:53:48.046243Z,2026-09-02T17:56:04.046243Z,97.0054913455816
6297,natural-barracuda-am,2026-08-28T00:53:48.046243Z,2026-08-27T23:53:48.046243Z,2026-08-28T00:53:48.046243Z,2026-08-28T00:55:37.046243Z,30.19604773299808
6943,gentle-barnacle-soft,2026-09-23T22:53:48.046243Z,2026-09-23T21:53:48.046243Z,2026-09-23T22:53:48.046243Z,2026-09-23T22:55:31.046243Z,64.14907995779546
7128,almond-dachshund-cun,2026-10-01T15:53:48.046243Z,2026-10-01T14:53:48.046243Z,2026-10-01T15:53:48.046243Z,2026-10-01T15:56:11.046243Z,72.28090739939026
7471,thoughtful-orangutan,2026-10-15T22:53:48.046243Z,2026-10-15T21:53:48.046243Z,2026-10-15T22:53:48.046243Z,2026-10-15T22:54:15.046243Z,14.01877477230734
2286,clever-beetle-ubiqui,2026-03-13T21:53:48.046243Z,2026-03-13T20:53:48.046243Z,2026-03-13T21:53:48.046243Z,2026-03-13T21:58:27.046243Z,57.60130098593878
5110,glossy-buffalo-astut,2026-07-09T13:53:48.046243Z,2026-07-09T12:53:48.046243Z,2026-07-09T13:53:48.046243Z,2026-07-09T13:56:01.046243Z,21.6178727290952
8224,truthful-orangutan-s,2026-11-16T07:53:48.046243Z,2026-11-16T06:53:48.046243Z,2026-11-16T07:53:48.046243Z,2026-11-16T07:55:38.046243Z,66.45465977642276
8183,imaginary-bustard-ol,2026-11-14T14:53:48.046243Z,2026-11-14T13:53:48.046243Z,2026-11-14T14:53:48.046243Z,2026-11-14T14:58:45.046243Z,31.555848160058485
1181,adaptable-starling-a,2026-01-26T20:53:48.046243Z,2026-01-26T19:53:48.046243Z,2026-01-26T20:53:48.046243Z,2026-01-26T20:56:05.046243Z,94.97222777130357
